Title,Author,Publisher,Description
생물과 무생물 사이 (파괴에서 탄생하는 경이로운 생명의 세계),후쿠오카 신이치,은행나무,"생명은 끊임없이 변화하는 하나의 흐름이다
이중나선을 뛰어넘는 새로운 생명과학의 고전
생명이란 무엇인가에 대한 가장 아름답고 철학적인 대답

세기를 뛰어넘는 생명과학의 숨 가쁜 진화
그 끝에 밝혀지는 역동적인 생명의 본모습

생명이란 자기를 복제하는 시스템이다 20세기 동안 생명이란 무엇인가라는 질문에 대한 정답으로 여겨졌던 말이다 그러나 저자는 20세기 생명과학의 발전을 톺아보며 이 말에 정면으로 반박한다 생명이란 자기를 복제하는 것도 하나의 시스템도 아니라고 생물과 무생물 사이는 생명이란 무엇인가라는 생명과학의 영원한 화두이자 삶의 의미를 묻는 묵직한 질문에 과학 철학 문학의 관점을 결합하여 새로운 답을 내놓는다
록펠러대학 하버드대학에서 생명과학 연구에 매진해온 저자는 생명과학의 숨 가쁜 역사를 종횡무진하며 과학사의 그늘에서 묵묵히 연구에 매진한 숨은 영웅들의 이야기를 들추어내는 한편 생물을 무엇이 무생물과 구별하게 만드는지를 생명관의 변천과 함께 고찰해나간다 생물과 무생물 사이는 생명이란 무엇인가라는 의문을 품고 과학자의 길로 들어선 한 소년이 그 답을 찾아가는 과정이자 100여 년 생명과학의 역사를 관통하며 새로운 생명철학에 이르는 과정을 흥미진진하게 풀어낸 문학적으로 수려한최재천 과학책이다 생명을 하나의 객체가 아닌 파괴와 생성을 반복하는 역동적 흐름으로 파악하는 저자의 동적평형 생명관은 인간의 유전자를 기계의 부품처럼 조작하고 인공지능이 인간을 대체하려는 시대에 생명의 본질과 고유성을 시사한다
생물과 무생물 사이는 생명의 본질을 탐구하는 과학자만이 보여줄 수 있는 엄밀함과 치밀함 생명의 고유한 아름다움과 가능성까지 포착하는 철학적 생명관 생명의 본질이라는 진실을 향해 숨 가쁘게 나아가는 미스터리적 구성으로 이중나선을 뛰어넘는 새로운 생명과학의 고전으로 평가받으며 과학 교양서의 역사를 새로 썼다 이 책에서 제시한 과학과 철학을 접목한 동적평형의 생명관은 동료 과학자들을 비롯해 음악가 류이치 사카모토 소설가 요시모토 바나나 배우 아오이 유우 등 다양한 분야에서 활동하는 이들에게 영감을 주었다"
세상은 어떻게 작동하는가 (우리를 현혹하는 것들에 논리와 근거로 맞서는 힘),리처드 도킨스,포레스트북스,"세상을 면밀히 관찰해 온 위대한 지성들이인류의 도발적인 물음에 답하다

리처드 도킨스 마이클 가자니가 대니얼 데닛 등
세계적 석학 31인의 날카로운 문제 제기와 명쾌한 논리

우리가 가장 궁금해 하는 질문들에 대한 세계 최고의 지성 31인의 답을 모은 책 리처드 도킨스 대니얼 데닛 폴 데이비스 등 다양한 분야에서 활발히 활약하고 있는 과학자와 사상가들의 이야기를 지식의 지휘자라 불리는 거물 편집자 존 브록만이 직접 받아서 엮었다 
시간은 언제 시작되었을까 근친상간은 왜 금기시되는가 포유류는 어떻게 지구를 지배하게 되었는가처럼 궁금한 과학 지식들부터 타당한 근거와 잘못된 근거를 구별하는 법 지금까지 아무도 생각하지 못했던 것을 생각하는 법 실수를 통해 배우는 법과 같은 과학 너머의 인문학적 이야기까지 여러 궁금증에 대한 석학들의 명쾌한 답변을 한 권으로 만나보자 세상은 단순하지 않다 하지만 이 책과 함께라면 조금 더 명확해질 것이다


세상은 어떻게 작동하는가 우리가 사는 세상 그리고 인간의 본질을 파헤치는 지적 여정 
세상은 어떻게 작동하는가는 현대를 대표하는 과학자와 사상가들의 통찰을 한데 모은 지적 향연이다 이 책은 진화생물학자 리처드 도킨스를 비롯해 철학자 대니얼 데닛 물리학자 폴 데이비스 수학자 이언 스튜어트 등 각 분야의 권위자 30여 명이 집필한 글을 엮은 것으로 우리가 살아가는 세계를 보다 선명하고 깊이 있게 이해할 수 있도록 도와준다

이 책은 과학적 사고 기원 진화 정신 우주 그리고 미래라는 여섯 개의 대주제로 나뉘어 있으며 각 주제는 우리가 익숙하면서도 간과하기 쉬운 질문들에 대한 과학자들의 답변을 담고 있다 리처드 도킨스는 타당한 근거와 잘못된 근거를 어떻게 구분하는가라는 질문을 통해 우리가 맹목적으로 받아들이는 전통 권위 계시에 대한 비판적인 시각을 제시하며 우리 사회에 만연한 거짓 선동에서 벗어날 수 있는 과학적 시선을 길러준다 또한 패트릭 베이트슨은 근친상간은 왜 금기인가에서 동물의 행동과 진화의 관계를 탐구한다 폴 데이비스는 시간은 언제 시작되었는가라는 물음을 통해 빅뱅과 우주의 기원을 앨런 구스는 불가능에서 진실을 배울 수 있는가에서 불가능을 상상하는 일이 얼마나 중요한지를 이야기한다


통념이 아닌 논리로 믿음이 아닌 증거로 세상을 해석하라과학은 단순한 지식이 아니라 세상을 보는 가장 강력한 도구다 
이 책의 가장 큰 장점은 과학적 주제를 어렵거나 지루하지 않게 누구나 이해할 수 있도록 쉽게 풀어냈다는 점이다 저자들은 복잡한 개념을 단순한 사례와 논리적 사고를 통해 풀어내며 과학이 단순한 지식이 아니라 우리가 세상을 바라보는 방식임을 깨닫게 한다 이 책에서 다루는 질문들은 우리의 지적 호기심을 자극하며 과학적 사고의 중요성을 다시금 일깨운다 

이 책은 과학을 하나의 학문이 아닌 세계를 이해하는 핵심적인 도구로 활용할 수 있게 돕는다 과학적 사고가 왜 중요한지 그리고 우리가 세계를 더 깊이 이해하기 위해 어떤 질문을 던져야 하는지를 고민하게 만드는 책이다 과학과 철학 논리적 사고에 관심 있는 독자라면 이 책을 통해 새로운 지적 자극을 받을 수 있을 것이다"
소년이 온다 (한강 소설 l 2024년 노벨문학상 수상작가),한강,창비,"말라파르테 문학상 만해문학상 수상작 
우리 시대의 소설 소년이 온다

2014년 만해문학상 2017년 이탈리아 말라파르테 문학상을 수상하고 전세계 20여개국에 번역 출간되며 세계를 사로잡은 우리 시대의 소설 소년이 온다
이 작품은 채식주의자로 인터내셔널 부커상을 수상한 한강 작가에게 눈을 뗄 수 없는 보편적이며 깊은 울림뉴욕타임즈 역사와 인간의 본질을 다룬 충격적이고 도발적인 소설가디언 한강을 뛰어넘은 한강의 소설문학평론가 신형철이라는 찬사를 선사한 작품으로 그간 많은 독자들에게 광주의 상처를 깨우치고 함께 아파하는 문학적인 헌사로 높은 관심과 찬사를 받아왔다 
소년이 온다는 상처의 구조에 대한 투시와 천착의 서사를 통해 한강만이 풀어낼 수 있는 방식으로 1980년 5월을 새롭게 조명하며 무고한 영혼들의 말을 대신 전하는 듯한 진심 어린 문장들로 518 이후를 살고 있는 우리에게 묵직한 질문을 던진다 
이 작품은 가장 한국적인 서사로 세계를 사로잡은 한강 문학의 지향점을 보여준다 인간의 잔혹함과 위대함을 동시에 증언하는 이 충일한 서사는 이렇듯 시공간의 한계를 넘어 인간 역사의 보편성을 보여주며 훼손되지 말아야 할 인간성을 절박하게 복원한다"
숨결이 바람 될 때(100쇄 기념 리미티드 에디션) (서른여섯 젊은 의사의 마지막 순간),폴 칼라니티,흐름출판,"2016년 출간된 이후 국경을 초월해 수많은 한국 독자들에게 감동을 선사했던 폴 칼라니티의 숨결이 바람 될 때가 2024년 겨울 드디어 100쇄 기념판을 선보이게 되었다 
신경외과 의사로서 치명적인 뇌 손상 환자들을 치료하며 죽음과 싸우다가 자신도 폐암 말기 판정을 받고 죽음을 직면하게 된 서른여섯의 젊은 의사 폴 칼라니티 그가 써내려간 마지막 2년의 기록인 숨결이 바람 될 때는 미국에서 출간되자마자 아마존과 뉴욕타임스 베스트셀러 1위에 올랐으며 12주 연속으로 뉴욕타임스 베스트셀러 1위 자리를 지켰다 
어떻게 죽을 것인가의 저자 아툴 가완디는 삶에 대해 많은 것을 가르쳐주는 감동적이고 슬프고 너무 아름다운 책이라고 평하며 그의 죽음을 안타까워했다 죽어가는 대신 살아가는 것을 선택한 고뇌와 결단 삶과 죽음 그 의미에 대한 깊은 성찰 숨이 다한 후에도 지속되는 사랑과 가치에 대한 감동적인 이 이야기는 지금 이 시대에 가장 필요한 가치가 과연 무엇인지를 독자들에게 일깨워준다"
"실버 웨이브 (대한민국 초고령사회 시작, 누가 먼저 기회를 잡을 것인가?)",박재병,클라우드나인,"1000만 고령인구가 만든 실버 웨이브가 대한민국을 강타한다
 초고령사회 대한민국 누가 새 기회를 선점할 것인가

대한민국은 2024년에 65세 이상 고령인구가 1000만 명을 넘어서며 전체 인구의 20를 초과하는 초고령사회에 진입했다 미래학자 앨빈 토플러는 과학 기술의 발전이 가져올 변화의 시대를 예견하며 제1의 물결농업과 제2의 물결산업에 이어 제3의 물결기술을 형성한다고 말했다 이 책의 제목인 실버 웨이브Silver Wave는 그 제3의 물결만큼이나 크고 새로운 고령인구의 물결이 대한민국을 휘감으며 한 번도 경험해보지 못한 변화를 만들어낸다는 의미를 담고 있다 단순히 고령화 문제를 다루는 것이 아니라 그 속에서 발견할 수 있는 비즈니스 기회와 산업적 가능성에 집중한다 초고령사회가 가져오는 문제를 해결하려는 노력 속에서 시니어 주거 돌봄 서비스 헬스케어 등 새로운 산업들이 급성장할 것이다 이 책에서 저자 박재병 케어닥 대표는 실버 웨이브를 기회로 보고 기업과 정부가 어떤 방향으로 준비하고 대응할 수 있는지에 대한 전략적 접근법을 제시한다 초고령사회 시대에 무엇이 필요하고 어떤 기회를 얻을 수 있는지에 대한 통찰을 제공한다"
싯다르타(초판본)(1922년 오리지널 초판본 표지디자인) (1922년 오리지널 초판본 표지디자인),헤르만헤세,더스토리,"1922년 오리지널 초판본 표지디자인

세상의 근원을 탐구하며 참 나를 찾아가는 길
독일의 대문호 헤르만 헤세의 영혼이 투영된 자전 소설

20세기 독일 문학가들 가운데 우리나라 독자들에게 가장 잘 알려진 작가를 꼽으라고 한다면 단연 헤르만 헤세일 것이다 내면의 탐구자이자 자아 성찰의 대표 작가인 헤르만 헤세는 휴머니즘을 지향하며 고뇌하는 청춘과 자연에 대한 동경 인간의 양면성 등을 작품에 담았다 도서출판 더스토리는 헤르만 헤세 탄생 140주년을 기념하여 헤르만 헤세의 대표작인 싯다르타를 초호화 패브릭 양장으로 제작하였다 패브릭 특유의 고급스러운 색감과 감촉뿐만 아니라 1919년 출판된 독일 피셔 출판사의 초판본 표지디자인을 그대로 되살려 소장 가치를 한층 높였다 또한 실로 꿰맨 정통적인 사철 제본을 통해 책의 내구성을 높이고 펼쳐 읽기도 편하게 만들었으며 독일의 대표적 표지 제작 방식 중 하나인 초코박을 재현하여 오리지널 초판본의 품격과 가치를 담아냈다 그리고 독일 문학 연구자인 역자의 깊이 있는 번역은 자서전적이고 철학적인 헤르만 헤세 문학의 감동을 고스란히 전해줄 것이다"
아버지의 시간 (남성과 아기의 자연사),사라 블래퍼 흘디,에이도스,다윈 이후 진화생물학의 가장 영향력 있는 사상가 중 한 명으로 손꼽히는 세라 블래퍼 허디의 최신작 영장류 수컷의 새끼 살해 행동이 군집 밀도의 증가에 따른 스트레스 반응이라는 기존 해석을 뒤집고 암컷의 생식 전략임을 밝혀내 진화생물학계에 커다란 반향을 일으킨 모성 연구의 대가 허디가 자신의 지적 여정을 정리하며 주목한 주제는 바로 남성의 양육 본능이다 그동안 진화생물학에서 사냥꾼 남성이라는 빈약하고 편향된 패러다임에 갇혀 방치되다시피 한 아버지 역할의 의미 그리고 남성의 양육과 돌봄이 호모 사피엔스의 진화에 어떤 영향을 끼쳤는지를 집중적으로 탐구한다 허디는 독성 남성성이 독버섯처럼 솟아나고 가부장적 문화와 보수주의가 결합하는 이 시대에 필요한 것은 새로운 남성성의 정의이며 돌봄 가치의 재발견이라고 주장한다
안과 겉·결혼·여름,알베르 카뮈,민음사,"마흔네 살이란 젊은 나이에 신화가 된 실존주의 문학을 대표하는 작가 알베르 카뮈 

모든 작품의 원천 안과 겉 자연과 인간의 합일 결혼 지중해의 추억 여름 수록

삶에 대한 절망 없이는 삶에 대한 사랑은 없다

카뮈는 신화가 되었다 그를 인정하느냐 안 하느냐는 이제 별 의미가 없다 롤랑 바르트

카뮈는 살아 있을 때 그렇게도 벗어나고자 했던 바로 그 주춧돌 위에 지금 올라와 있다 
파트리크 모디아노

카뮈의 위대함은 일탈에서 나오는데 이 일탈은 그의 위대함의 자연스러운 표현일 뿐이다 
장 그르니에

끊임없이 자신을 찾고 자신에게 질문을 던지는 영혼에게 인사를 드린다 
윌리엄 포크너카뮈의 노벨문학상 수상을 축하하며


 청년 카뮈의 진정한 안과 겉을 만나다
 카뮈 작품의 원천 안과 겉 지중해와 태양의 에세이 결혼 여름

실존주의를 대표하는 작가 마흔네 살이란 젊은 나이에 노벨 문학상을 수상한 저항의 아이콘 알베르 카뮈의 여행과 추억 사랑의 에세이가 담긴 안과 겉ㆍ결혼ㆍ여름이 민음사 세계문학전집으로 출간되었다 안과 겉은 카뮈의 서문과 함께 다섯 편의 에피소드로 구성되어 있다 아이러니 긍정과 부정의 사이 영혼 속의 죽음 삶에 대한 사랑 안과 겉이 그것으로 빛과 어둠 프라하와 비첸차 죽음과 태양 등으로 끊임없이 변주를 거듭하는 삶의 안과 겉을 주제로 다루었다 카뮈가 말하는 안과 겉은 무엇일까 카뮈의 답은 하나의 덩어리다 이 극단적 의식의 극한점에서 모든 것이 하나로 융합되면서 나의 생은 송두리째 버리든가 받아들이든가 해야 할 하나의 덩어리처럼 생각되는 것이었다 결혼은 티파사에서의 결혼 제밀라의 바람 알제의 여름 노트 사막의 다섯 에피소드로 구성되어 있으며 여행자 카뮈가 찾아간 장소들과 그곳에서 느낀 감회와 성찰이 글 속에 반영되어 있다 풍요와 헐벗음은 서로 만나며 자신의 찬란함을 과시하는 풍경 앞에 선 인간은 스스로의 위대함을 긍정한다 신에게 의지하기보다 필연적 운명을 받아들이는 반항하는 인간이기에 여름은 1939년에서 1953년에 걸쳐 쓴 산문들을 모은 것으로 주제 면에서 결혼과 맞닿아 있다 이 글들의 공통된 뿌리는 명확하다 비록 서로 다른 시각에서 바라보고 있지만 모두가 다 홀로solitaire라는 개별성의 주제를 다루고 있다 1953년 이후 카뮈는 앞서의 부조리와 반항의 사이클에서 사랑과 절도의 사이클로 진입하며 그의 마지막 미완성 유작인 최초의 인간의 집필 준비를 시작한다 세 편의 에세이에서 우리는 카뮈의 철학과 여행자의 여정 그리고 치열한 문학성을 느낄 수 있다


 나는 정의를 믿습니다 그러나 정의에 앞서 나의 어머니를 더 옹호합니다 
 르몽드 1957년 12월 14일 자
 
평생의 스승이자 벗인 장 그르니에에게 헌정한 안과 겉은 카뮈 생전에 출판된 작품들 중에서 사실상 최초로서 이후 카뮈가 쓰는 모든 작품의 원천이 되는 글이다 그러나 카뮈 자신은 젊은 시절에 쓴 이 작품이 재판을 내기엔 너무나 불완전하다는 생각으로 주저했으며 정열에 찬 카뮈의 이후 문체에 비하면 서투르고 불분명한 구석이 많기도 하다 김화영 역자의 설명에 의하면 그러한 한계가 때로는 우리에게 유별난 감동의 원천이 된다 왜냐하면 그 서투름 속에서 번민하는 젊음의 진동이 아직도 가라앉지 않은 채 우리의 영혼 속으로 직접 전달되어 오기 때문이다 안과 겉은 카뮈의 서문과 함께 다섯 편의 에피소드로 구성되어 있다 아이러니 긍정과 부정의 사이 영혼 속의 죽음 삶에 대한 사랑 안과 겉이 그것으로 빛과 어둠 프라하와 비첸체 죽음과 태양 등으로 끊임없이 변주를 거듭하는 삶의 안과 겉을 주제로 다루었다 카뮈가 말하는 안과 겉은 무엇일까 카뮈의 답은 하나의 덩어리다 이 극단한 의식의 극한점에서 모든 것이 하나로 융합되면서 나의 생은 송두리째 버리든가 받아들이든가 해야 할 하나의 덩어리처럼 생각되는 것이었다
 
카뮈 전집판에 해설을 쓴 비평가 루이 포콩의 설명처럼 안과 겉이 우리의 몫이 비참과 고독이라고 말할 때 결혼은 우리가 비탄의 세계 속에 존재한다는 사실은 우리의 지극히 단순한 기쁨에도 비견할 수 없는 보상의 위력을 부여한다고 응수한다 1935년부터 1936년까지 안과 겉을 1936년부터 1937년 결혼과 여름을 집필할 시기 카뮈는 교수 자격 시험에서 탈락하고 아내와의 결혼 생활에 위기가 닥치는 등 개인적으로 실망과 좌절을 거듭하고 있었다 그러다 1937년 홀로 떠난 지중해 여행에서 카뮈는 작열하는 태양과 바다 앞에서 지나간 삶을 돌아보고 현실의 삶을 성찰하며 다시금 글쓰기에 대한 의욕을 되찾는다 결혼은 티파사에서의 결혼 제밀라의 바람 알제의 여름 노트 사막의 다섯 에피소드로 구성되어 있으며 여행자 카뮈가 찾아간 장소들과 그곳에서 느낀 감회와 성찰이 글 속에 반영되어 있다 풍요와 헐벗음은 서로 만나며 자신의 찬란함을 과시하는 풍경 앞에 선 인간은 스스로의 위대함을 긍정한다 신에게 의지하기보다 필연적 운명을 받아들이는 반항하는 인간이기에

19389년에서 1953년에 쓴 산문들을 모은 여름의 서평 의뢰서에 카뮈는 이렇게 썼다 이 글들의 공통된 뿌리는 명확하다 비록 서로 다른 시각에서 바라보고 있지만 모두가 다 홀로solitaire라는 개별성의 주제를 다루고 있다 이 주제는 나의 초기작들 가운데 하나인 결혼의 주제이기도 하다 이십 년의 세월이 지나 결혼에 실린 글들은 그러므로 그것들 나름대로 어떤 길고 변함없는 추구의 길을 증언하고 있는 셈이다 카뮈는 또한 1956년 로제 키요에게 쓴 편지에 다음과 같이 쓴다 당신의 연구가 여름에서 그리고 나의 마흔 살에서 멈춘 것은 이유가 있습니다 왜냐하면 비록 순전히 우연이긴 하지만 이 해는 나의 창작 작업과 삶에 있어서 일종의 전환점이기 때문입니다 이후 카뮈는 앞서의 부조리와 반항의 사이클에서 사랑과 절도의 사이클로 진입하며 자신의 미완성 유작인 최초의 인간의 집필 준비를 시작한다 이에 화답하듯이 키요는 여름에 대해 다음과 같이 설명한다 카뮈는 여름을 태양의 에세이 전통 속에 위치시키려고 했다 그 에세이들은 어느 의미에서는 천진무구한 소명을 상기시킨다 정오의 사상의 결실인 이 글들은 반항하는 인간을 연장하고 그것과 균형관계를 유지한다 왜냐하면 사르트르와의 고통스러운 논쟁을 치르고 난 후 이 글들은 유머와 아이러니에도 한몫을 할당하고 있으니까 말이다 지중해의 자연을 거닐며 카뮈는 자기를 에워싸고 있는 갖가지 신화를 깨뜨릴 방법을 구상한다 반항하는 인간은 그렇게 지중해의 열기 속에서 탄생한다

12월 12일 스톡홀름 대학교 학생회관에서 카뮈와 학생들과의 만남의 자리가 마련되었다 이때 한 알제리 젊은이가 연단에 올라와 카뮈를 비난했다 알제리의 독립에 대해 적극적으로 지지하지 않았다는 것이 이유였다 이에 대해 카뮈는 다음과 같이 대답한다 
나는 일 년 팔 개월 동안 입을 닫고 지냈습니다 그렇다고 행동마저 하지 않은 것은 아닙니다 그때나 지금이나 두 민족이 평화롭고 평등하게 살아갈 수 있는 정의로운 알제리의 지지자입니다 나는 양편의 증오가 변해 그들의 선언이 테러를 더 격화시킬지도 모르기에 지식인의 개입이 더 이상 필요하지 않을 때까지 알제리 민족의 권리를 인정해 주고 완전히 민주적인 제도를 만들어 줘야 한다고 거듭 주장해 왔습니다 나는 언제나 테러를 비난해 왔습니다 알제의 거리에서 맹목적으로 자행되는 그래서 어느 날 나의 어머니와 가족을 해칠지도 모르는 그런 테러리즘에 대해서도 마찬가지로 비난하지 않을 수 없습니다 그러고는 말했다 나는 정의를 믿습니다 그러나 정의에 앞서 나의 어머니를 더 옹호합니다르몽드 1957년 12월 14일 자 이 말은 카뮈의 어머니가 불의의 상징이 아니듯 카뮈 자신도 결코 정의에 반대하는 것이 아니며 알제리인들과 언제나 불행을 공유하고 있음을 방증한다"
야구X수학 (야구로 배우는 재미있는 수학 공부),류선규^홍석만,페이스메이커,"KBO 공식 추천도서 스타강사 정승제 추천도서
야구장에서 수학을 만나다

야구와 수학이 만났다 한쪽은 뜨거운 열정이 다른 한쪽은 차가운 이성이 깃든 분야지만 두 세계는 숫자라는 공통된 언어로 닿아 있다 수학을 품은 야구공으로 큰 반향을 일으켰던 홍석만 수학교사와 류선규 전 SK와이번스 단장이 만나 야구의 수많은 순간을 수학의 눈으로 들여다본다 현직 수학교사와 야구 전문가가 힘을 합쳐 만든 이 책은 수학적 정밀함과 현장의 생동감을 모두 품고 있다

이 책은 초등 고학년부터 중학생 그리고 수학과 야구를 좋아하는 일반 독자까지 모두가 즐길 수 있도록 구성했다 멀게 느껴지지만 우리 삶에 꼭 필요한 수학 친근하지만 알고 보면 어려운 야구 이 책은 그 경계를 허물고자 하는 시도이자 수학교사와 야구 전문가의 사명감이 담긴 결과물이다 야구를 좋아하는 사람이라면 수학이 새롭게 보이고 수학이 어려운 사람이라면 야구를 통해 수학에 한 발 다가갈 수 있다
이 책의 저자는 야구장에서 숫자를 보자 수학이 너무 어렵다면 일단은 수학이 아닌 수로만 보자 그러면 수학이 보일 것이다라고 말한다 야구의 기록과 스탯 경기 방식 선수 연봉 시즌 예측 중계권료 좌석 선택 금융상품 등 일견 복잡하고 전문적으로 느껴질 수 있는 주제들을 수학이라는 렌즈를 통해 흥미롭게 풀어낸다 평균 비율 경우의 수 통계 함수 진법 확률과 같은 수학 개념이 야구와 자연스럽게 연결된다 숫자와 수식을 싫어하던 독자도 이게 수학이었어 하고 고개를 끄덕이는 순간이 올 것이다"
"야만의 해변에서 (아메리카 원주민, 대항해 시대의 또다른 주인공)",캐럴라인 도즈 페넉,까치,"대서양을 건너 유럽을 발견한 아메리카 원주민의 생생한 역사
유럽 중심적 시각을 뒤집어 새로운 대항해 시대를 만나다

우리는 흔히 대항해 시대를 유럽 탐험가들이 아메리카를 발견하고 신대륙과 구대륙이 만나면서 세계화가 시작되고 학살과 노예제도가 자행된 시대로 기억한다 우리에게 익숙한 대항해 시대의 이야기에서 유럽 정복자들은 강하고 호기심에 넘치며 잔인하고 탐욕스러운 반면 아메리카 원주민들은 헐값에 자신들의 땅을 팔아넘기거나 천연두에 걸려 목숨을 잃고 유럽인들에게 붙잡혀 노예가 되는 희생자 혹은 식인 풍습을 가진 야만인이다 그러나 정복자와 피정복자 가해자와 피해자라는 이분법적 구분은 당대의 시대상을 지나치게 단순화했다는 시선에서 자유롭지 못하다 특히 유럽을 중심으로 전개되는 대탐험의 서사는 역사의 또다른 주인공인 아메리카 원주민들이 유럽 정복자들에게 어떻게 대응했는지에 대해 침묵한다 이에 따라 아즈텍 역사 전문가이자 셰필드 대학교의 국제 역사학 교수인 캐럴라인 도즈 페넉은 그간 주목받지 못했던 아메리카 원주민들의 기록을 샅샅이 살피며 외교사절 무역업자 통역사 혹은 유럽인의 가족이자 친구 자유를 되찾고자 싸운 노예 등 아메리카 원주민의 역사에 주목한다 아즈텍멕시카를 무너뜨리기 위해서 자진하여 스페인 정복자들과 손을 잡은 틀락스칼라인들 왕 대 왕으로서 펠리페 2세 앞에 무릎을 꿇지 않은 마야 족장 자신의 고향에 교회를 짓겠다며 스페인 왕실에 끊임없이 돈을 청구한 라디노스페인 문화에 동화된 아메리카 원주민 정복자와 잉카 왕실의 혼혈 딸로서 여러 차례 결혼하며 끝내 유럽 땅에 자신의 가문을 일군 잉카 공주까지 대서양을 가로지르는 아메리카 원주민들의 이야기는 그들이 어떻게 유럽을 대했는지를 보여준다 또한 이 책은 이 시기에 아메리카에서 유럽으로 들어온 각종 물건과 식재료 언어를 톺아봄으로써 아메리카 원주민들의 문화가 유럽에 지울 수 없는 흔적을 남겼음을 드러낸다 독자들은 아메리카 원주민을 중심으로 한 이 책을 통해서 피정복민으로만 그려졌던 아메리카인들의 생기 넘치는 목소리를 들을 수 있을 것이"
양심 (호모심비우스),최재천^팀최마존,더클래스,"최재천 교수님이 건네는 2025년 첫번째 키워드 양심 
신간 양심에 양심의 본질에 대한 메세지 전달

신간 양심은 인간과 생태를 오랜 기간 탐구해 온 최재천 교수님이 방송 외 글로 전달하고 싶은 마음을 담은 양심편을 수록했습니다 사회적 양심에 대한 철학적이면서도 실천적인 성찰을 담아낸 차마 어차피 차라리는 교수님의 깊은 통찰을 압축적으로 보여줍니다 교수님은 인간과 사회의 공정함은 결국 양심에서 출발한다는 메시지를 통해 우리 시대의 양심이 갖는 중요성을 강조합니다 대한민국 사회에서 잊히고 있던 양심의 가치를 재조명하며 개인의 도덕적 책임과 사회적 공정성에 대한 깊은 통찰을 제공합니다"
