Title,Author,Publisher,Description
삼국지톡 10,무적핑크,문학동네,"빼앗으려는 자와 지키려는 자,
각자의 심중에 감춘 진심은 무엇인가!
전장과 황궁을 둘러싼 사나이들의 욕망 「관도대전」 3부

속내를 파헤치려는 조조의 압박에 몸을 피하는 유비. 유비와 어린 황제를 몰아붙이는 조조의 행동이 마뜩잖던 관우는 참지 못하고 그와 갈등을 일으킨다. 이러한 일촉즉발의 상황을 무마하기 위해 유비는 관우에게 거처를 옮길 것을 명한다. 북방의 귀신 공손찬은 원소와의 대결에서 극단적인 선택을 하고 원소는 자신의 군대를 건드린 조조에게 섬뜩한 선물을 보내는데… 거대 전투의 전조가 드리우는 「관도대전」 3부를 담은 『삼국지톡』 제10권!"
