Title,Author,Publisher,Description
300년 세계경제사의 위대한 경제이론들 (불황에서 호황으로 빈곤에서 풍요로),김민구,사람in,"300년 세계경제사의 주요 경제이론을 한 권에 담았다.

산업혁명 이후 발전한 자본주의 경제는 지난 3백 년간 인간 삶의 여러 측면을 변화시켰다. 모든 국가가 경제적 번영을 위해 목표를 세우고 애쓰지만 어떤 나라 사람들은 영화를 누리고 어떤 나라 사람들은 빈곤에 허덕이는 것이 현실이다. 그동안 수많은 경제학자가 더 나은 내일을 위한 해법을 제시하고 경제정책에 영향을 미치며 사람들의 삶을 바꿔왔다.
범위가 폭넓으면서도 쉽게 읽히는 이 책은 역사상 가장 위대한 경제이론과 그 이론을 내놓은 경제학자들의 이야기를 담고 있다. 18세기 애덤 스미스의 국부론을 비롯해 21세기에 새로이 큰 영향을 미치는 경제학자들의 이론과 그것을 내놓게 된 시대상을 종합하여 이야기한다. 자유방임주의부터 신자유주의, 정부의 시장 개입을 강조하는 케인스학파부터 최근 각광받는 불평등 해결책에 이르는 주요 이론의 흐름을 한눈에 알 수 있다. 역사적으로 세계 자본주의를 형성해온 경제이론을 담은 이 책은 일상생활에 살아 숨 쉬는 경제 현상을 더 쉽게 이해하는 길잡이다."
