Title,Author,Publisher,Description
제16회 젊은작가상 수상작품집(2025),백온유^강보라^서장원^성해나^성혜령^이희주^현호정,문학동네,"“오늘 한국문학이 마침내 도달한 가장 높은 끓는점”
우리의 체온을 뜨겁게 달구는 일곱 편의 열망들

한국문학의 새로운 미래를 함께하고자 2010년 제정된 젊은작가상이 올해로 어느덧 16회를 맞이했다. 데뷔 십 년 이내의 젊은 작가들이 한 해 동안 발표한 소설 가운데, 지금 여기에서 창발하는 문제의식을 가장 예리한 시선으로 포착해낸 작품에 주목하고자 마련된 젊은작가상은 지난해까지 모두 66명에 이르는 새로운 얼굴을 소개하며 한국문학에 생기를 더했다. 올해 젊은작가상에 이름을 올린 수상 작가는 백온유 강보라 서장원 성해나 성혜령 이희주 현호정이다. 이 상의 수상자로는 처음 이름을 올린 백온유 강보라 서장원 이희주 네 명의 등장이 반갑고, 특히 젊은작가상 첫 수상을 대상으로 장식한 백온유의 성취가 뜻깊다. 2023년 수상자인 성혜령 현호정, 2024년 수상자인 성해나의 재등장은 현재 한국문학을 이끌어가는 주역이 누구인지를 가늠케 해준다. 끓고 끓다가 마침내 비등점에 도달한 듯 폭발적인 에너지를 쏟아내는 작품들, 삶을 돌아보게 하고 문학의 존재 가치를 실감하게 이끌어줄 일곱 편의 소설이 우리 앞에 찾아왔다.

* 젊은작가상 수상자들에게는 상금 각 700만원과 트로피가 수여되며, 수상작품집의 인세(10%)가 상금을 상회할 경우 초과분에 대한 인세를 수상자 모두에게 똑같이 나누어 지급한다. 수상작품집은 젊은 작가들을 널리 알리자는 상의 취지에 따라 출간 후 1년 동안은 특별보급가로 판매한다."
