Title,Author,Publisher,Description
오무라이스 잼잼 15 (스페셜 리커버 양장본) (경이로운 일상음식 이야기),조경규,송송책방,"‘가족’과 ‘밥’이라는 세상에서 가장 따끈한 두 가지 재료를 맛있게 버무린 음식 에세이 만화《오무라이스잼잼》이 출간 10주년을 맞았다. 이를 기념해 완전히 새로운 일러스트레이션으로 표지를 꾸민 스페셜 리커버 양장본을 출간한다. 각권의 에피소드에 등장한 음식을 과감하게 전면에 내세운 표지 그림은 그 자체로 소장 가치 100%이다.   



엄마, 아빠, 딸, 아들로 구성된 작가의 가족이 먹고 살며 성장하는 이야기를 바탕으로 식재료와 지역에 관한 정보, 요리법, 유래, 역사, 과학 등 정보와 상식을 촘촘히 엮은《오무라이스잼잼》은 재미있게 읽다보면 몸과 정신의 영양까지 챙기는 건강한 작품이다.



조경규 작가는 우리 집 식탁에서 이국의 군것질거리에 이르기까지, 우리가 사랑하는 모든 음식들에 얽힌 흥미진진한 비화와 따스한 이야기를 엮어 재미난 만화를 만들어낸다. 무엇보다 빛을 발하는 것은 침샘과 로망을 자극하는 디테일한 요리 묘사. 조경규 작가의 음식 그림은 그냥 먹음직스럽기만 한 것이 아니라 매력 포인트가 탁월하게 포착되어 있어, 그것을 먹을 때의 감정과 추억까지 고스란히 되살려낸다."
